name,address,categories,Block,matched_address,matched_name,licence_description
Taco Fresco,29 n wacker dr ,"Restaurants, Mexican, METADATA",000xx n wacker dr,29 N WACKER DR,TACO FRESCO,Retail Food Establishment
Corner Bakery Cafe,222 s riverside plz ,"Restaurants, Breakfast & Brunch, Sandwiches, Event Planning & Services, Caterers, METADATA",002xx s riverside plz,222 S RIVERSIDE PLZ,CORNER BAKERY CAFE,Retail Food Establishment
Standing Room Only,610 s dearborn st ,"Restaurants, Burgers, METADATA",006xx s dearborn st,610 S DEARBORN ST,STANDING ROOM ONLY CHICAGO,Retail Food Establishment
Taco Fresco,218 s clark st ,"Restaurants, Mexican, Fast Food, METADATA",002xx s clark st,218 S CLARK ST,TACO FRESCO,Retail Food Establishment
Panda Express,209 w jackson blvd ,"Restaurants, Chinese, METADATA",002xx w jackson blvd,209 W JACKSON BLVD,PANDA EXPRESS,Retail Food Establishment
Panda Express,209 w jackson blvd ,"Restaurants, Chinese, METADATA",002xx w jackson blvd,209 W JACKSON BLVD,PANDA EXPRESS #591,Retail Food Establishment
Little Branch Cafe,1251 s prairie ave ,"Restaurants, Cafes, METADATA",012xx s prairie ave,1251 S PRAIRIE AVE,LITTLE BRANCH CAFE,Retail Food Establishment
Little Branch Cafe,1251 s prairie ave ,"Restaurants, Cafes, METADATA",012xx s prairie ave,1251 S PRAIRIE AVE 1,LITTLE BRANCH CAFE & BAR,Consumption on Premises - Incidental Activity
Little Branch Cafe,1251 s prairie ave ,"Restaurants, Cafes, METADATA",012xx s prairie ave,1251 S PRAIRIE AVE 1,LITTLE BRANCH CAFE & BAR,Retail Food Establishment
Little Branch Cafe,1251 s prairie ave ,"Restaurants, Cafes, METADATA",012xx s prairie ave,1251 S PRAIRIE AVE 1,"LITTLE BRANCH CAFE, INC.",Retail Food Establishment
Little Branch Cafe,1251 s prairie ave ,"Restaurants, Cafes, METADATA",012xx s prairie ave,1251 S PRAIRIE AVE 1 B,"LITTTLE BRANCH CAFE, INC.",Consumption on Premises - Incidental Activity
Little Branch Cafe,1251 s prairie ave ,"Restaurants, Cafes, METADATA",012xx s prairie ave,1251 S PRAIRIE AVE 1 B,"LITTTLE BRANCH CAFE, INC.",Retail Food Establishment
Little Branch Cafe,1251 s prairie ave ,"Restaurants, Cafes, METADATA",012xx s prairie ave,1251 S PRAIRIE AVE 1 B,"LITTTLE BRANCH CAFE, INC.",Tobacco
Rainforest Learning Center,1325 s state ,"Local Services, Child Care & Day Care, Education, Preschools, METADATA",013xx s state,1325 S STATE ST,"RAINFOREST LEARNING CENTER, INC.",Children's Services Facility License
Rainforest Learning Center,1325 s state ,"Local Services, Child Care & Day Care, Education, Preschools, METADATA",013xx s state,1325 S STATE ST,"RAINFOREST LEARNING CENTER, INC.",Day Care Center 2 - 6 Years
Rainforest Learning Center,1325 s state ,"Local Services, Child Care & Day Care, Education, Preschools, METADATA",013xx s state,1325 S STATE ST,"RAINFOREST LEARNING CENTER, INC.",Day Care Center Under 2 Years
Zacatacos,17 s wabash ave ,"Restaurants, Mexican, Fast Food, METADATA",000xx s wabash ave,17 S WABASH AVE 1ST,ZACATACOS,Retail Food Establishment
Noodles & Company,180 n michigan ave ,"Restaurants, American (New), METADATA",001xx n michigan ave,180 N MICHIGAN AVE 1,NOODLES & COMPANY,Consumption on Premises - Incidental Activity
Noodles & Company,180 n michigan ave ,"Restaurants, American (New), METADATA",001xx n michigan ave,180 N MICHIGAN AVE 1,NOODLES & COMPANY,Retail Food Establishment
Quizno's,128 s franklin st ,"Restaurants, Sandwiches, METADATA",001xx s franklin st,128 S FRANKLIN ST,QUIZNOS,Retail Food Establishment
HomeMade Pizza Company,1347 s michigan ave ,"Restaurants, Pizza, METADATA",013xx s michigan ave,1347 S MICHIGAN AVE 1,HOMEMADE PIZZA,Retail Food Establishment
Curried Loop,171 n wells st ,"Restaurants, Indian, METADATA",001xx n wells st,171 N WELLS ST 1,Curried,Retail Food Establishment
Plymouth Restaurant & Bar,327 s plymouth ,"Restaurants, American (Traditional), Nightlife, Bars, METADATA",003xx s plymouth,327 S PLYMOUTH CT,PLYMOUTH RESTAURANT,Consumption on Premises - Incidental Activity
Plymouth Restaurant & Bar,327 s plymouth ,"Restaurants, American (Traditional), Nightlife, Bars, METADATA",003xx s plymouth,327 S PLYMOUTH CT,PLYMOUTH RESTAURANT,Outdoor Patio
Plymouth Restaurant & Bar,327 s plymouth ,"Restaurants, American (Traditional), Nightlife, Bars, METADATA",003xx s plymouth,327 S PLYMOUTH CT,PLYMOUTH RESTAURANT,Retail Food Establishment
Cortiva Institute - Chicago,17 n state ,"Education, Specialty Schools, Massage Schools, Beauty and Spas, Massage, METADATA",000xx n state,17 N STATE ST 5,Cortiva Institute - Chicago,Limited Business License
Cortiva Institute - Chicago,17 n state ,"Education, Specialty Schools, Massage Schools, Beauty and Spas, Massage, METADATA",000xx n state,17 N STATE ST 5TH,CORTIVA INSTITUTE CHICAGO,Limited Business License
Potbelly Sandwich Works,190 n state ,"Restaurants, Sandwiches, METADATA",001xx n state,190 N STATE ST 1,POTBELLY SANDWICH WORKS LLC,Retail Food Establishment
Amarit Thai Restaurant,600 s dearborn st ,"Restaurants, Thai, METADATA",006xx s dearborn st,600 S DEARBORN ST 1,AMARIT RESTAURANT,Consumption on Premises - Incidental Activity
Amarit Thai Restaurant,600 s dearborn st ,"Restaurants, Thai, METADATA",006xx s dearborn st,600 S DEARBORN ST 1,AMARIT RESTAURANT,Retail Food Establishment
Jamba Juice,166 n state ,"Restaurants, Food, Juice Bars & Smoothies, METADATA",001xx n state,166 N STATE ST,JAMBA JUICE,Retail Food Establishment
Jamba Juice,166 n state ,"Restaurants, Food, Juice Bars & Smoothies, METADATA",001xx n state,166 N STATE ST,JAMBA JUICE  #343,Retail Food Establishment
Jamba Juice,166 n state ,"Restaurants, Food, Juice Bars & Smoothies, METADATA",001xx n state,166 N STATE ST 1ST,JAMBA JUICE,Retail Food Establishment
Harold's Chicken Shack,636 s wabash ave ,"Restaurants, Chicken Wings, METADATA",006xx s wabash ave,636 S WABASH AVE,HAROLD'S CHICKEN SHACK,Retail Food Establishment
Urban Pantry,730 s clark st ,"Food, Grocery, METADATA",007xx s clark st,730 S CLARK ST 1,URBAN PANTRY,Package Goods
Urban Pantry,730 s clark st ,"Food, Grocery, METADATA",007xx s clark st,730 S CLARK ST 1,URBAN PANTRY,Retail Food Establishment
Urban Pantry,730 s clark st ,"Food, Grocery, METADATA",007xx s clark st,730 S CLARK ST 1,URBAN PANTRY,Tobacco
Urban Pantry,730 s clark st ,"Food, Grocery, METADATA",007xx s clark st,730 S CLARK ST 1 A,URBAN PANTRY,Package Goods
Urban Pantry,730 s clark st ,"Food, Grocery, METADATA",007xx s clark st,730 S CLARK ST 1 A,URBAN PANTRY,Retail Food Establishment
Urban Pantry,730 s clark st ,"Food, Grocery, METADATA",007xx s clark st,730 S CLARK ST 1 A,URBAN PANTRY,Tobacco
Bar Louie,47 w polk st ,"Nightlife, Bars, Restaurants, American (New), METADATA",000xx w polk st,47 W POLK ST  FRST/,BAR LOUIE,Consumption on Premises - Incidental Activity
Bar Louie,47 w polk st ,"Nightlife, Bars, Restaurants, American (New), METADATA",000xx w polk st,47 W POLK ST  FRST/,BAR LOUIE,Outdoor Patio
Bar Louie,47 w polk st ,"Nightlife, Bars, Restaurants, American (New), METADATA",000xx w polk st,47 W POLK ST  FRST/,BAR LOUIE,Retail Food Establishment
Bar Louie,47 w polk st ,"Nightlife, Bars, Restaurants, American (New), METADATA",000xx w polk st,47 W POLK ST 1ST AND 2ND,BAR LOUIE,Consumption on Premises - Incidental Activity
Bar Louie,47 w polk st ,"Nightlife, Bars, Restaurants, American (New), METADATA",000xx w polk st,47 W POLK ST 1ST AND 2ND,BAR LOUIE,Outdoor Patio
Bar Louie,47 w polk st ,"Nightlife, Bars, Restaurants, American (New), METADATA",000xx w polk st,47 W POLK ST 1ST AND 2ND,BAR LOUIE,Public Place of Amusement
Bar Louie,47 w polk st ,"Nightlife, Bars, Restaurants, American (New), METADATA",000xx w polk st,47 W POLK ST 1ST AND 2ND,BAR LOUIE,Retail Food Establishment
Bar Louie,47 w polk st ,"Nightlife, Bars, Restaurants, American (New), METADATA",000xx w polk st,47 W POLK ST 1ST F,BAR LOUIE,Consumption on Premises - Incidental Activity
Goodwin's,175 n franklin st ,"Restaurants, Sandwiches, METADATA",001xx n franklin st,175 N FRANKLIN ST  106,GOODWIN'S,Retail Food Establishment
Artist's Cafe,412 s michigan ave ,"Restaurants, Diners, METADATA",004xx s michigan ave,412 S MICHIGAN AVE 1ST FL-MEZZ,ARTISTS CAFE,Caterer's Liquor License
Artist's Cafe,412 s michigan ave ,"Restaurants, Diners, METADATA",004xx s michigan ave,412 S MICHIGAN AVE 1ST FL-MEZZ,ARTISTS CAFE,Consumption on Premises - Incidental Activity
Artist's Cafe,412 s michigan ave ,"Restaurants, Diners, METADATA",004xx s michigan ave,412 S MICHIGAN AVE 1ST FL-MEZZ,ARTISTS CAFE,Retail Food Establishment
Taco Fresco,335 s franklin st ,"Restaurants, Mexican, METADATA",003xx s franklin st,335 S FRANKLIN ST,TACO FRESCO,Retail Food Establishment
Corner Bakery Cafe,123 n wacker dr ,"Restaurants, Breakfast & Brunch, Cafes, METADATA",001xx n wacker dr,123 N WACKER DR,CORNER BAKERY #0193,Retail Food Establishment
Corner Bakery Cafe,123 n wacker dr ,"Restaurants, Breakfast & Brunch, Cafes, METADATA",001xx n wacker dr,123 N WACKER DR,CORNER BAKERY CAFE,Retail Food Establishment
I Dream of Falafel,112 w monroe st ,"Restaurants, Mediterranean, METADATA",001xx w monroe st,112 W MONROE ST 1,I DREAM OF FALAFL,Retail Food Establishment
Mangino's,29 n wacker dr ,"Restaurants, Italian, Sandwiches, METADATA",000xx n wacker dr,29 N WACKER DR 1ST,MANGINO'S,Retail Food Establishment
Tamarind,614 s wabash ave ,"Restaurants, Sushi Bars, Asian Fusion, METADATA",006xx s wabash ave,614 S WABASH AVE,TAMARIND,Consumption on Premises - Incidental Activity
Tamarind,614 s wabash ave ,"Restaurants, Sushi Bars, Asian Fusion, METADATA",006xx s wabash ave,614 S WABASH AVE,TAMARIND,Retail Food Establishment
Sushi Sai,123 n wacker dr ,"Restaurants, Japanese, Sushi Bars, METADATA",001xx n wacker dr,123 N WACKER DR 1ST 125,SUSHI SAI,Consumption on Premises - Incidental Activity
Sushi Sai,123 n wacker dr ,"Restaurants, Japanese, Sushi Bars, METADATA",001xx n wacker dr,123 N WACKER DR 1ST 125,SUSHI SAI,Retail Food Establishment
Under 55 Cafe,55 e monroe st ,"Restaurants, Cafes, METADATA",000xx e monroe st,55 E MONROE ST,UNDER 55,Retail Food Establishment
Pollitos Grill & Rotisserie,39 n wells st ,"Food, Restaurants, American (Traditional), Mexican, METADATA",000xx n wells st,39 N WELLS ST 1,POLLITOS GRILL & ROTISSERIE,Retail Food Establishment
Donna's Cafe,1255 s state ,"Restaurants, Sandwiches, METADATA",012xx s state,1255 S STATE ST 1ST E,DONNA' S CAFE,Retail Food Establishment
Exchequer Restaurant & Pub,226 s wabash ave ,"Restaurants, Pizza, Nightlife, Bars, Pubs, Steakhouses, METADATA",002xx s wabash ave,224-226 S WABASH AVE,EXCHEQUER RESTAURANT,Consumption on Premises - Incidental Activity
Exchequer Restaurant & Pub,226 s wabash ave ,"Restaurants, Pizza, Nightlife, Bars, Pubs, Steakhouses, METADATA",002xx s wabash ave,224-226 S WABASH AVE,EXCHEQUER RESTAURANT,Retail Food Establishment
Exchequer Restaurant & Pub,226 s wabash ave ,"Restaurants, Pizza, Nightlife, Bars, Pubs, Steakhouses, METADATA",002xx s wabash ave,224-226 S WABASH AVE,EXCHEQUER RESTAURANT,Tobacco
Jersey Mike's Subs,200 w monroe st ,"Restaurants, Sandwiches, METADATA",002xx w monroe st,200 W MONROE ST 1 120,Jersey Mike's Subs,Retail Food Establishment
Jersey Mike's Subs,200 w monroe st ,"Restaurants, Sandwiches, METADATA",002xx w monroe st,200 W MONROE ST 1ST FLOOR 120,JERSEY MIKE'S,Retail Food Establishment
Mariano's Fresh Market,333 east benton pl ,"Food, Bakeries, Grocery, Desserts, METADATA",003xx east benton pl,333 E BENTON PL  206,MARIANO'S FRESH MARKET #8503,Consumption on Premises - Incidental Activity
Mariano's Fresh Market,333 east benton pl ,"Food, Bakeries, Grocery, Desserts, METADATA",003xx east benton pl,333 E BENTON PL  206,MARIANO'S FRESH MARKET #8503,Outdoor Patio
Mariano's Fresh Market,333 east benton pl ,"Food, Bakeries, Grocery, Desserts, METADATA",003xx east benton pl,333 E BENTON PL  206,MARIANO'S FRESH MARKET #8503,Package Goods
Mariano's Fresh Market,333 east benton pl ,"Food, Bakeries, Grocery, Desserts, METADATA",003xx east benton pl,333 E BENTON PL  206,MARIANO'S FRESH MARKET #8503,Retail Food Establishment
Old Timers Restaurant & Lounge,75 e lake st ,"Nightlife, Bars, Lounges, Restaurants, Diners, METADATA",000xx e lake st,75 E LAKE ST 1ST,OLD TIMERS REST & LOUNGE,Consumption on Premises - Incidental Activity
Old Timers Restaurant & Lounge,75 e lake st ,"Nightlife, Bars, Lounges, Restaurants, Diners, METADATA",000xx e lake st,75 E LAKE ST 1ST,OLD TIMERS REST & LOUNGE,Retail Food Establishment
Alonti Deli,2 n riverside plz ,"Restaurants, Delis, METADATA",0000xx n riverside plz,2 N RIVERSIDE PLZ,Alonti,Package Goods
Alonti Deli,2 n riverside plz ,"Restaurants, Delis, METADATA",0000xx n riverside plz,2 N RIVERSIDE PLZ,Alonti,Retail Food Establishment
Boston Blackies,120 s riverside plz ,"Restaurants, Burgers, METADATA",001xx s riverside plz,120 S RIVERSIDE PLZ 1ST 168,BOSTON BLACKIES,Consumption on Premises - Incidental Activity
Boston Blackies,120 s riverside plz ,"Restaurants, Burgers, METADATA",001xx s riverside plz,120 S RIVERSIDE PLZ 1ST 168,BOSTON BLACKIES,Outdoor Patio
Boston Blackies,120 s riverside plz ,"Restaurants, Burgers, METADATA",001xx s riverside plz,120 S RIVERSIDE PLZ 1ST 168,BOSTON BLACKIES,Retail Food Establishment
Quiznos,333 s franklin st ,"Restaurants, METADATA",003xx s franklin st,333 S FRANKLIN ST 1,QUIZNO'S SUBS,Retail Food Establishment
Quiznos,333 s franklin st ,"Restaurants, METADATA",003xx s franklin st,333 S FRANKLIN ST 1,QUIZNOS SUB,Retail Food Establishment
Quizno's Subs,5 n wabash ave ,"Restaurants, Sandwiches, METADATA",0000xx n wabash ave,5 N WABASH AVE,QUIZNO'S SUB,Retail Food Establishment
Freshii,200 w monroe st ,"Restaurants, Breakfast & Brunch, Soup, Sandwiches, METADATA",002xx w monroe st,200 W MONROE ST 1ST,FRESHII,Retail Food Establishment
Jersey Mike's Subs,120 n wells st ,"Restaurants, Cheesesteaks, Soup, Sandwiches, METADATA",001xx n wells st,120 N WELLS ST 1,Jersey Mike's Subs,Retail Food Establishment
Jersey Mike's Subs,120 n wells st ,"Restaurants, Cheesesteaks, Soup, Sandwiches, METADATA",001xx n wells st,120 N WELLS ST 1ST FLOOR 1,Jersey Mikes,Retail Food Establishment
Potbelly Sandwich Works,155 n wacker dr ,"Restaurants, Sandwiches, METADATA",001xx n wacker dr,155 N WACKER DR 1ST,POTBELLY SANDWICH WORKS LLC,Retail Food Establishment
Fresh Choice,233 n michigan ave ,"Food, Juice Bars & Smoothies, Restaurants, American (Traditional), METADATA",002xx n michigan ave,233 N MICHIGAN AVE  F,FRESH CHIOCE,Retail Food Establishment
Orange on Harrison,75 w harrison st ,"Restaurants, Breakfast & Brunch, METADATA",000xx w harrison st,75 W HARRISON ST 1ST,ORANGE ON HARRISON,Retail Food Establishment
Halsted Street Deli,1 s franklin st ,"Restaurants, Delis, METADATA",0000xx s franklin st,1 S FRANKLIN ST 1 1,HALSTED STREET DELI,Retail Food Establishment
Halsted Street Deli,1 s franklin st ,"Restaurants, Delis, METADATA",0000xx s franklin st,128 S FRANKLIN ST 1 1,HALSTED STREET DELI ADAMS INC.,Retail Food Establishment
Halsted Street Deli,1 s franklin st ,"Restaurants, Delis, METADATA",0000xx s franklin st,128 S FRANKLIN ST 1ST,Halsted Street Deli,Retail Food Establishment
Alonti Deli,300 s riverside plz ,"Restaurants, Delis, METADATA",003xx s riverside plz,300 S RIVERSIDE PLZ 1ST,ALONTI DELI,Retail Food Establishment
Alonti Deli,300 s riverside plz ,"Restaurants, Delis, METADATA",003xx s riverside plz,300 S RIVERSIDE PLZ 1ST 100,Alonti Cafe,Retail Food Establishment
Halsted Street Deli,233 n michigan ave ,"Restaurants, Delis, METADATA",002xx n michigan ave,233 N MICHIGAN AVE 1ST C0006,"HALSTED STREET DELI 233, INC.",Retail Food Establishment
Halsted Street Deli,233 n michigan ave ,"Restaurants, Delis, METADATA",002xx n michigan ave,233 N MICHIGAN AVE 1ST C0007,Halsted Street Deli,Retail Food Establishment
Subway,122 s michigan ave ,"Restaurants, METADATA",001xx s michigan ave,122 S MICHIGAN AVE,SUBWAY,Retail Food Establishment
Wok Out,823 s state ,"Restaurants, Fast Food, Chinese, METADATA",008xx s state,823 S STATE ST GROUND,WOK OUT LLC,Retail Food Establishment
Pita Heaven,1250 s michigan ave ,"Restaurants, Greek, METADATA",012xx s michigan ave,1250 S MICHIGAN AVE 1 E,PITA HEAVEN,Retail Food Establishment
Pita Heaven,1250 s michigan ave ,"Restaurants, Greek, METADATA",012xx s michigan ave,1250 S MICHIGAN AVE 1ST E,PITA HEAVEN,Retail Food Establishment
Salad Spinners,300 s wacker dr ,"Restaurants, Fast Food, METADATA",003xx s wacker dr,300 S WACKER DR 1,SALAD SPINNERS CORP.,Retail Food Establishment
Subway,604 s wabash st ,"Restaurants, Sandwiches, METADATA",006xx s wabash st,604 S WABASH AVE,SUBWAY,Retail Food Establishment
Subway,604 s wabash st ,"Restaurants, Sandwiches, METADATA",006xx s wabash st,604 S WABASH AVE 1ST FLOOR 1,SUBWAY,Retail Food Establishment
Oriental Express,233 e wacker dr ,"Restaurants, Chinese, METADATA",002xx e wacker dr,233 E WACKER DR,ORIENTAL EXPRESS,Retail Food Establishment
Equilibrium Energy & Education,47 w polk st ,"Education, Specialty Schools, METADATA",000xx w polk st,47 W POLK ST MEZZANINE M5,EQUILIBRIUM ENERGY + EDUCATION,Limited Business License
Equilibrium Energy & Education,47 w polk st ,"Education, Specialty Schools, METADATA",000xx w polk st,47 W POLK ST MEZZANINE M5,EQUILIBRIUM ENERGY + EDUCATION,Massage Establishment
Mallers Deli,5 s wabash ave ,"Restaurants, Diners, Mexican, METADATA",0000xx s wabash ave,5 S WABASH AVE  300,MALLERS DELI,Retail Food Establishment
Mallers Deli,5 s wabash ave ,"Restaurants, Diners, Mexican, METADATA",0000xx s wabash ave,5 S WABASH AVE 1,MALLERS,Retail Food Establishment
Mallers Deli,5 s wabash ave ,"Restaurants, Diners, Mexican, METADATA",0000xx s wabash ave,5 S WABASH AVE 3RD 300,MALLERS DELI,Retail Food Establishment
South Branch,100 s wacker dr ,"Restaurants, American (New), METADATA",001xx s wacker dr,100 S WACKER DR 1ST,SOUTH BRANCH,Consumption on Premises - Incidental Activity
South Branch,100 s wacker dr ,"Restaurants, American (New), METADATA",001xx s wacker dr,100 S WACKER DR 1ST,SOUTH BRANCH,Outdoor Patio
South Branch,100 s wacker dr ,"Restaurants, American (New), METADATA",001xx s wacker dr,100 S WACKER DR 1ST,SOUTH BRANCH,Public Place of Amusement
South Branch,100 s wacker dr ,"Restaurants, American (New), METADATA",001xx s wacker dr,100 S WACKER DR 1ST,SOUTH BRANCH,Retail Food Establishment
Green Apple,201 n clark st ,"Restaurants, Korean, Vietnamese, METADATA",002xx n clark st,201 N CLARK ST,GREEN APPLE INC,Retail Food Establishment
Green Apple,201 n clark st ,"Restaurants, Korean, Vietnamese, METADATA",002xx n clark st,201 N CLARK ST,GREEN APPLE YOGURT,Retail Food Establishment
Green Apple,201 n clark st ,"Restaurants, Korean, Vietnamese, METADATA",002xx n clark st,201 N CLARK ST 1ST,GREEN APPLE YOGURT,Retail Food Establishment
Jimmy John's,725 s state ,"Restaurants, Sandwiches, METADATA",007xx s state,725 S STATE ST 1ST,JIMMY JOHN'S- STATE,Retail Food Establishment
Haifa Cafe,318 w adams st ,"Restaurants, Greek, Mediterranean, METADATA",003xx w adams st,318 W ADAMS ST,HAIFA CAFE,Retail Food Establishment
Al's Beef,28 e jackson dr ,"Restaurants, Sandwiches, Italian, METADATA",000xx e jackson dr,28-32 E JACKSON BLVD 1ST & 2ND,AL'S BEEF,Retail Food Establishment
Protein Bar,235 s franklin st ,"Food, Juice Bars & Smoothies, Restaurants, Breakfast & Brunch, Specialty Food, Health Markets, METADATA",002xx s franklin st,235 S FRANKLIN ST 1 1,PROTEIN BAR,Retail Food Establishment
Protein Bar,235 s franklin st ,"Food, Juice Bars & Smoothies, Restaurants, Breakfast & Brunch, Specialty Food, Health Markets, METADATA",002xx s franklin st,235 S FRANKLIN ST 1ST,PROTEIN BAR,Retail Food Establishment
Taste of Siam Inc,600 s dearborn st ,"Restaurants, METADATA",006xx s dearborn st,600 S DEARBORN ST 1ST,TASTE OF SIAM INC,Consumption on Premises - Incidental Activity
Taste of Siam Inc,600 s dearborn st ,"Restaurants, METADATA",006xx s dearborn st,600 S DEARBORN ST 1ST,TASTE OF SIAM INC,Retail Food Establishment
Pierogi Heaven,169 n wells st ,"Restaurants, Polish, METADATA",001xx n wells st,169 N WELLS ST 1,"PIEROGI HEAVEN, INC.",Retail Food Establishment
Au Bon Pain,200 w adams st ,"Restaurants, Sandwiches, Food, Bakeries, METADATA",002xx w adams st,200 W ADAMS ST,AU BON PAIN,Retail Food Establishment
Au Bon Pain,200 w adams st ,"Restaurants, Sandwiches, Food, Bakeries, METADATA",002xx w adams st,200 W ADAMS ST 1 1,AU BON PAIN,Retail Food Establishment
Corner Bakery Cafe,78 e washington st ,"Restaurants, Sandwiches, METADATA",000xx e washington st,78 E WASHINGTON ST  PEDWA,CORNER BAKERY,Retail Food Establishment
Rosie's Cafe & Catering,111 n canal st ,"Event Planning & Services, Caterers, Restaurants, Breakfast & Brunch, METADATA",001xx n canal st,111 N CANAL ST,ROSIE'S CAFE & CATERING,Retail Food Establishment
Ceres Cafe,141 w jackson blvd ,"Restaurants, American (Traditional), METADATA",001xx w jackson blvd,141 W JACKSON BLVD 1ST A112,CERES CAFE,Consumption on Premises - Incidental Activity
Ceres Cafe,141 w jackson blvd ,"Restaurants, American (Traditional), METADATA",001xx w jackson blvd,141 W JACKSON BLVD 1ST A112,CERES CAFE,Outdoor Patio
Ceres Cafe,141 w jackson blvd ,"Restaurants, American (Traditional), METADATA",001xx w jackson blvd,141 W JACKSON BLVD 1ST A112,CERES CAFE,Retail Food Establishment
Einstein Bros. Bagels,75 e. lake st. ,"Restaurants, Breakfast & Brunch, METADATA",000xx e. lake st.,75 E LAKE ST 1ST 101,EINSTEIN BROS. BAGELS,Retail Food Establishment
Halo Asian Mix,29 e adams st ,"Restaurants, Asian Fusion, Filipino, Hawaiian, METADATA",000xx e adams st,29 E ADAMS ST 1,HALO ASIAN MIX,Retail Food Establishment
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST,UNIVERSITY CLUB OF CHICAGO,Limited Business License
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST,UNIVERSITY CLUB OF CHICAGO,Massage Establishment
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST,UNIVERSITY CLUB OF CHICAGO,Not-For-Profit Club
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST,UNIVERSITY CLUB OF CHICAGO,Retail Food Establishment
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST,UNIVERSITY CLUB OF CHICAGO,Tobacco
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST LL-12,UNIVERSITY CLUB OF CHICAGO,Not-For-Profit Club
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST LL-12,UNIVERSITY CLUB OF CHICAGO,Outdoor Patio
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST LL-12,UNIVERSITY CLUB OF CHICAGO,Regulated Business License
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST LL-12,UNIVERSITY CLUB OF CHICAGO,Retail Food Establishment
University Club of Chicago,76 e monroe st ,"Event Planning & Services, Venues & Event Spaces, Restaurants, METADATA",000xx e monroe st,76 E MONROE ST LL-12,UNIVERSITY CLUB OF CHICAGO,Tobacco
Tapas Valencia,1530 s state ,"Restaurants, Tapas Bars, Spanish, METADATA",015xx s state,1530 S STATE ST 1ST,TAPAS VALENCIA,Consumption on Premises - Incidental Activity
Tapas Valencia,1530 s state ,"Restaurants, Tapas Bars, Spanish, METADATA",015xx s state,1530 S STATE ST 1ST,TAPAS VALENCIA,Retail Food Establishment
Specialty's Cafe & Bakery,191 n wacker dr ,"Food, Bakeries, Coffee & Tea, Restaurants, Delis, METADATA",001xx n wacker dr,191 N WACKER DR  125,SPECIALTY'S CAFE BAKERY,Retail Food Establishment
Fast Foo's,28 e jackson blvd ,"Restaurants, Chinese, METADATA",000xx e jackson blvd,28 E JACKSON BLVD,FAST FOO'S,Retail Food Establishment
Chutney Joe's,511 s state ,"Restaurants, Indian, METADATA",005xx s state,511 S STATE ST 1ST,CHUTNEY JOE' S,Retail Food Establishment
Chipotle Mexican Grill,230 w monroe st ,"Restaurants, Mexican, Fast Food, METADATA",002xx w monroe st,230 W MONROE ST,Chipotle Mexican Grill,Consumption on Premises - Incidental Activity
Chipotle Mexican Grill,230 w monroe st ,"Restaurants, Mexican, Fast Food, METADATA",002xx w monroe st,230 W MONROE ST,Chipotle Mexican Grill,Retail Food Establishment
Govnor's Pub,207 n state ,"Restaurants, METADATA",002xx n state,207 N STATE ST,GOVNOR'S PUB,Retail Food Establishment
Govnor's Pub,207 n state ,"Restaurants, METADATA",002xx n state,207 N STATE ST,GOVNOR'S PUB,Tavern
Govnor's Pub,207 n state ,"Restaurants, METADATA",002xx n state,207 N STATE ST,GOVNOR'S PUB,Tobacco
Opera,1301 s wabash ave ,"Restaurants, Chinese, Asian Fusion, METADATA",013xx s wabash ave,1301 S WABASH AVE # 1ST,Opera,Caterer's Liquor License
Opera,1301 s wabash ave ,"Restaurants, Chinese, Asian Fusion, METADATA",013xx s wabash ave,1301 S WABASH AVE # 1ST,Opera,Consumption on Premises - Incidental Activity
Opera,1301 s wabash ave ,"Restaurants, Chinese, Asian Fusion, METADATA",013xx s wabash ave,1301 S WABASH AVE # 1ST,Opera,Retail Food Establishment
Flat Top Stir-Fry Grill,30 s wabash ave ,"Restaurants, Asian Fusion, METADATA",000xx s wabash ave,30 S WABASH AVE,FLAT TOP GRILL,Consumption on Premises - Incidental Activity
Flat Top Stir-Fry Grill,30 s wabash ave ,"Restaurants, Asian Fusion, METADATA",000xx s wabash ave,30 S WABASH AVE,FLAT TOP GRILL,Retail Food Establishment
